1  
220  
9.541562 5.647835  
4.597988 2.857580  
2.885001 1.962418  
1.990425 1.548697  
1.432364 1.330091  
1.049423 1.208677  
0.771220 1.141096  
0.561393 1.105092  
0.398833 1.088206  
0.270253 1.083111  
0.166823 1.085371  
0.082453 1.092247  
0.012833 1.102020  
-0.045144 1.113585  
-0.093762 1.126209  
-0.134726 1.139384  
-0.169345 1.152740  
-0.198643 1.165994  
-0.223445 1.178928  
-0.244438 1.191371  
-0.262201 1.203195  
-0.277230 1.214313  
-0.289956 1.224671  
-0.300752 1.234250  
-0.309937 1.243055  
-0.317782 1.251114  
-0.324518 1.258466  
-0.330336 1.265165  
-0.335393 1.271265  
-0.339818 1.276823  
-0.343715 1.281896  
-0.347169 1.286534  
-0.350247 1.290787  
-0.353004 1.294696  
-0.355484 1.298299  
-0.357723 1.301628  
-0.359752 1.304714  
-0.361595 1.307579  
-0.363273 1.310245  
-0.364804 1.312732  
-0.366203 1.315055  
-0.367484 1.317228  
-0.368660 1.319263  
-0.369739 1.321173  
-0.370733 1.322967  
-0.371648 1.324653  
-0.372494 1.326241  
-0.373275 1.327737  
-0.373999 1.329147  
-0.374670 1.330479  
-0.375293 1.331738  
-0.375873 1.332929  
-0.376413 1.334057  
-0.376916 1.335125  
-0.377387 1.336139  
-0.377827 1.337101  
-0.378239 1.338015  
-0.378625 1.338885  
-0.378988 1.339712  
-0.379328 1.340500  
-0.379649 1.341251  
-0.379950 1.341968  
-0.380235 1.342651  
-0.380503 1.343305  
-0.380756 1.343929  
-0.380996 1.344526  
-0.381222 1.345098  
-0.381436 1.345645  
-0.381640 1.346169  
-0.381832 1.346672  
-0.382015 1.347154  
-0.382189 1.347617  
-0.382354 1.348062  
-0.382510 1.348489  
-0.382660 1.348899  
-0.382802 1.349294  
-0.382938 1.349674  
-0.383067 1.350040  
-0.383190 1.350392  
-0.383308 1.350732  
-0.383421 1.351059  
-0.383528 1.351375  
-0.383631 1.351679  
-0.383730 1.351973  
-0.383824 1.352257  
-0.383915 1.352532  
-0.384001 1.352797  
-0.384084 1.353053  
-0.384164 1.353301  
-0.384241 1.353540  
-0.384314 1.353772  
-0.384385 1.353997  
-0.384453 1.354215  
-0.384518 1.354425  
-0.384581 1.354630  
-0.384642 1.354828  
-0.384700 1.355020  
-0.384756 1.355206  
-0.384810 1.355387  
-0.384862 1.355562  
-0.384913 1.355732  
-0.384961 1.355898  
-0.385008 1.356059  
-0.385053 1.356215  
-0.385097 1.356366  
-0.385139 1.356514  
-0.385180 1.356657  
-0.385220 1.356797  
-0.385258 1.356933  
-0.385295 1.357065  
-0.385331 1.357194  
-0.385365 1.357319  
-0.385399 1.357441  
-0.385431 1.357560  
-0.385463 1.357675  
-0.385493 1.357788  
-0.385523 1.357898  
-0.385552 1.358005  
-0.385580 1.358110  
-0.385607 1.358212  
-0.385633 1.358311  
-0.385658 1.358408  
-0.385683 1.358503  
-0.385707 1.358596  
-0.385730 1.358686  
-0.385753 1.358774  
-0.385775 1.358860  
-0.385797 1.358944  
-0.385818 1.359027  
-0.385838 1.359107  
-0.385858 1.359185  
-0.385877 1.359262  
-0.385895 1.359337  
-0.385914 1.359411  
-0.385931 1.359482  
-0.385949 1.359552  
-0.385966 1.359621  
-0.385982 1.359688  
-0.385998 1.359754  
-0.386014 1.359819  
-0.386029 1.359882  
-0.386044 1.359943  
-0.386058 1.360004  
-0.386072 1.360063  
-0.386086 1.360121  
-0.386099 1.360178  
-0.386112 1.360233  
-0.386125 1.360288  
-0.386138 1.360341  
-0.386150 1.360394  
-0.386162 1.360445  
-0.386174 1.360495  
-0.386185 1.360545  
-0.386196 1.360593  
-0.386207 1.360641  
-0.386218 1.360687  
-0.386228 1.360733  
-0.386238 1.360778  
-0.386248 1.360822  
-0.386258 1.360865  
-0.386267 1.360907  
-0.386277 1.360949  
-0.386286 1.360990  
-0.386295 1.361030  
-0.386303 1.361069  
-0.386312 1.361108  
-0.386320 1.361146  
-0.386328 1.361183  
-0.386337 1.361220  
-0.386344 1.361256  
-0.386352 1.361291  
-0.386360 1.361326  
-0.386367 1.361360  
-0.386374 1.361394  
-0.386381 1.361427  
-0.386388 1.361459  
-0.386395 1.361491  
-0.386402 1.361523  
-0.386408 1.361554  
-0.386415 1.361584  
-0.386421 1.361614  
-0.386427 1.361643  
-0.386433 1.361672  
-0.386439 1.361701  
-0.386445 1.361729  
-0.386451 1.361756  
-0.386457 1.361783  
-0.386462 1.361810  
-0.386468 1.361836  
-0.386473 1.361862  
-0.386478 1.361887  
-0.386483 1.361912  
-0.386488 1.361937  
-0.386493 1.361961  
-0.386498 1.361985  
-0.386503 1.362009  
-0.386508 1.362032  
-0.386512 1.362055  
-0.386517 1.362077  
-0.386521 1.362099  
-0.386526 1.362121  
-0.386530 1.362143  
-0.386534 1.362164  
-0.386538 1.362185  
-0.386542 1.362205  
-0.386546 1.362225  
-0.386550 1.362245  
-0.386554 1.362265  
-0.386558 1.362285  
-0.386562 1.362304  
-0.386566 1.362323  
-0.386569 1.362341  
-0.386573 1.362359  
-0.386576 1.362378  
-0.386580 1.362395  
-0.386583 1.362413  
-0.386587 1.362430  
-0.386590 1.362447  
-0.386593 1.362464  
-0.386596 1.362481  
