1  
10000  
820.026212 -0.000268 0  
410.025595 -0.000268 1  
273.358311 -0.000268 2  
205.024361 -0.000268 3  
164.023744 -0.000268 4  
136.689794 -0.000268 5  
117.165368 -0.000268 6  
307.472285 0.000456 7  
273.302153 0.000513 8  
245.965355 0.000570 9  
223.598252 0.000627 10  
204.958423 0.000684 11  
189.185726 0.000741 12  
175.665775 0.000798 13  
163.948023 0.000855 14  
153.694555 0.000912 15  
144.646969 0.000969 16  
136.604285 0.001026 17  
129.407833 0.001083 18  
122.930680 0.001140 19  
117.070067 0.001197 20  
111.741920 0.001255 21  
106.876789 0.001312 22  
102.416795 0.001369 23  
98.313322 0.001426 24  
94.525233 0.001484 25  
91.017485 0.001541 26  
87.760041 0.001598 27  
84.727009 0.001656 28  
81.895946 0.001713 29  
79.247307 0.001771 30  
76.763989 0.001828 31  
74.430964 0.001886 32  
72.234970 0.001943 33  
70.164262 0.002001 34  
68.208398 0.002059 35  
66.358067 0.002116 36  
64.604938 0.002174 37  
62.941533 0.002232 38  
61.361123 0.002290 39  
59.857634 0.002348 40  
58.425573 0.002405 41  
57.059956 0.002463 42  
55.756253 0.002521 43  
54.510335 0.002579 44  
53.318434 0.002638 45  
52.177103 0.002696 46  
51.083180 0.002754 47  
50.033762 0.002812 48  
49.026180 0.002871 49  
48.057972 0.002929 50  
47.126867 0.002987 51  
46.230764 0.003046 52  
45.367718 0.003105 53  
44.535927 0.003163 54  
43.733716 0.003222 55  
42.959527 0.003281 56  
42.211912 0.003340 57  
41.489519 0.003398 58  
40.791087 0.003457 59  
40.115437 0.003516 60  
39.461467 0.003576 61  
38.828144 0.003635 62  
38.214500 0.003694 63  
37.619627 0.003753 64  
37.042672 0.003813 65  
36.482833 0.003872 66  
35.939353 0.003932 67  
35.411521 0.003992 68  
34.898668 0.004051 69  
34.400159 0.004111 70  
33.915397 0.004171 71  
33.443817 0.004231 72  
32.984884 0.004291 73  
32.538093 0.004351 74  
32.102964 0.004412 75  
31.679042 0.004472 76  
31.265897 0.004532 77  
30.863118 0.004593 78  
30.470318 0.004654 79  
30.087125 0.004714 80  
29.713190 0.004775 81  
29.348176 0.004836 82  
28.991766 0.004897 83  
28.643655 0.004959 84  
28.303554 0.005020 85  
27.971187 0.005081 86  
27.646289 0.005143 87  
27.328609 0.005204 88  
27.017906 0.005266 89  
26.713950 0.005328 90  
26.416521 0.005390 91  
26.125408 0.005452 92  
25.840409 0.005514 93  
25.561332 0.005576 94  
25.287991 0.005639 95  
25.020208 0.005701 96  
24.757813 0.005764 97  
24.500643 0.005827 98  
24.248540 0.005890 99  
24.001356 0.005953 100  
23.758943 0.006016 101  
23.521164 0.006080 102  
23.287884 0.006143 103  
23.058976 0.006207 104  
22.834314 0.006270 105  
22.613780 0.006334 106  
22.397259 0.006398 107  
22.184640 0.006463 108  
21.975817 0.006527 109  
21.770688 0.006591 110  
21.569152 0.006656 111  
21.371115 0.006721 112  
21.176484 0.006786 113  
20.985170 0.006851 114  
20.797088 0.006916 115  
20.612154 0.006982 116  
20.430288 0.007047 117  
20.251413 0.007113 118  
20.075454 0.007179 119  
19.902338 0.007245 120  
19.731995 0.007311 121  
19.564357 0.007378 122  
19.399360 0.007444 123  
19.236939 0.007511 124  
19.077032 0.007578 125  
