1  
10000  
50.050000 0.642547 0.005859  
50.100000 0.638031 0.008011  
50.150000 0.633506 0.010004  
50.200000 0.629004 0.011805  
50.250000 0.624557 0.013385  
50.300000 0.620196 0.014721  
50.350000 0.615951 0.015794  
50.400000 0.611854 0.016589  
50.450000 0.607932 0.017098  
50.500000 0.604214 0.017316  
50.550000 0.600727 0.017244  
50.600000 0.597496 0.016889  
50.650000 0.594545 0.016260  
50.700000 0.591896 0.015372  
50.750000 0.589568 0.014244  
50.800000 0.587578 0.012896  
50.850000 0.585942 0.011355  
50.900000 0.584671 0.009647  
50.950000 0.583773 0.007801  
51.000000 0.583253 0.005849  
51.050000 0.583113 0.003822  
51.100000 0.583349 0.001754  
51.150000 0.583954 -0.000323  
51.200000 0.584917 -0.002376  
51.250000 0.586222 -0.004372  
51.300000 0.587850 -0.006281  
51.350000 0.589778 -0.008073  
51.400000 0.591976 -0.009719  
51.450000 0.594414 -0.011196  
51.500000 0.597057 -0.012479  
51.550000 0.599867 -0.013550  
51.600000 0.602805 -0.014391  
51.650000 0.605830 -0.014990  
51.700000 0.608898 -0.015338  
51.750000 0.611968 -0.015430  
51.800000 0.614996 -0.015265  
51.850000 0.617940 -0.014848  
51.900000 0.620762 -0.014186  
51.950000 0.623424 -0.013290  
52.000000 0.625889 -0.012178  
52.050000 0.628126 -0.010870  
52.100000 0.630108 -0.009387  
52.150000 0.631809 -0.007758  
52.200000 0.633209 -0.006011  
52.250000 0.634292 -0.004177  
52.300000 0.635046 -0.002288  
52.350000 0.635462 -0.000377  
52.400000 0.635538 0.001522  
52.450000 0.635274 0.003377  
52.500000 0.634672 0.005156  
52.550000 0.633741 0.006829  
52.600000 0.632492 0.008369  
52.650000 0.630936 0.009751  
52.700000 0.629091 0.010953  
52.750000 0.626975 0.011959  
52.800000 0.624608 0.012752  
52.850000 0.622013 0.013323  
52.900000 0.619212 0.013666  
52.950000 0.616231 0.013778  
53.000000 0.613096 0.013660  
53.050000 0.609833 0.013319  
53.100000 0.606470 0.012762  
53.150000 0.603034 0.012002  
53.200000 0.599553 0.011054  
53.250000 0.596055 0.009936  
53.300000 0.592568 0.008669  
53.350000 0.589119 0.007274  
53.400000 0.585734 0.005775  
53.450000 0.582440 0.004198  
53.500000 0.579264 0.002569  
