1  
10000  
50.050000 0.642547 0.749934 -0.634182 0.976894 
50.100000 0.638031 0.749934 -0.633549 0.976917 
50.150000 0.633506 0.750297 -0.632917 0.976940 
50.200000 0.629004 0.751022 -0.632287 0.976963 
50.250000 0.624557 0.752102 -0.631658 0.976986 
50.300000 0.620196 0.753532 -0.631030 0.977009 
50.350000 0.615951 0.755302 -0.630403 0.977032 
50.400000 0.611854 0.757400 -0.629778 0.977055 
50.450000 0.607932 0.759812 -0.629154 0.977077 
50.500000 0.604214 0.762521 -0.628531 0.977100 
50.550000 0.600727 0.765507 -0.627909 0.977123 
50.600000 0.597496 0.768750 -0.627289 0.977145 
50.650000 0.594545 0.772225 -0.626670 0.977168 
50.700000 0.591896 0.775906 -0.626052 0.977190 
50.750000 0.589568 0.779765 -0.625435 0.977213 
50.800000 0.587578 0.783771 -0.624819 0.977235 
50.850000 0.585942 0.787892 -0.624205 0.977258 
50.900000 0.584671 0.792092 -0.623592 0.977280 
50.950000 0.583773 0.796337 -0.622980 0.977302 
51.000000 0.583253 0.800589 -0.622369 0.977325 
51.050000 0.583113 0.804810 -0.621759 0.977347 
51.100000 0.583349 0.808962 -0.621151 0.977369 
51.150000 0.583954 0.813005 -0.620544 0.977391 
51.200000 0.584917 0.816902 -0.619938 0.977413 
51.250000 0.586222 0.820616 -0.619333 0.977435 
51.300000 0.587850 0.824111 -0.618729 0.977457 
51.350000 0.589778 0.827353 -0.618127 0.977479 
51.400000 0.591976 0.830310 -0.617526 0.977501 
51.450000 0.594414 0.832956 -0.616925 0.977523 
51.500000 0.597057 0.835266 -0.616326 0.977545 
51.550000 0.599867 0.837219 -0.615729 0.977566 
51.600000 0.602805 0.838800 -0.615132 0.977588 
51.650000 0.605830 0.839997 -0.614537 0.977610 
51.700000 0.608898 0.840805 -0.613942 0.977632 
51.750000 0.611968 0.841222 -0.613349 0.977653 
51.800000 0.614996 0.841253 -0.612757 0.977675 
51.850000 0.617940 0.840906 -0.612166 0.977696 
51.900000 0.620762 0.840196 -0.611576 0.977718 
51.950000 0.623424 0.839139 -0.610988 0.977739 
52.000000 0.625889 0.837759 -0.610400 0.977761 
52.050000 0.628126 0.836082 -0.609814 0.977782 
52.100000 0.630108 0.834136 -0.609229 0.977803 
52.150000 0.631809 0.831952 -0.608645 0.977825 
52.200000 0.633209 0.829566 -0.608062 0.977846 
52.250000 0.634292 0.827011 -0.607480 0.977867 
52.300000 0.635046 0.824325 -0.606899 0.977888 
52.350000 0.635462 0.821543 -0.606319 0.977909 
52.400000 0.635538 0.818702 -0.605741 0.977930 
52.450000 0.635274 0.815838 -0.605163 0.977951 
52.500000 0.634672 0.812986 -0.604587 0.977972 
52.550000 0.633741 0.810181 -0.604012 0.977993 
52.600000 0.632492 0.807453 -0.603437 0.978014 
52.650000 0.630936 0.804834 -0.602864 0.978035 
52.700000 0.629091 0.802352 -0.602292 0.978056 
52.750000 0.626975 0.800033 -0.601722 0.978077 
52.800000 0.624608 0.797901 -0.601152 0.978098 
52.850000 0.622013 0.795977 -0.600583 0.978118 
52.900000 0.619212 0.794281 -0.600015 0.978139 
52.950000 0.616231 0.792828 -0.599449 0.978160 
53.000000 0.613096 0.791633 -0.598883 0.978180 
53.050000 0.609833 0.790707 -0.598319 0.978201 
53.100000 0.606470 0.790059 -0.597755 0.978221 
53.150000 0.603034 0.789696 -0.597193 0.978242 
53.200000 0.599553 0.789620 -0.596632 0.978262 
53.250000 0.596055 0.789834 -0.596072 0.978283 
53.300000 0.592568 0.790337 -0.595512 0.978303 
53.350000 0.589119 0.791125 -0.594954 0.978323 
53.400000 0.585734 0.792192 -0.594397 0.978344 
53.450000 0.582440 0.793531 -0.593841 0.978364 
53.500000 0.579264 0.795130 -0.593286 0.978384 
53.550000 0.576228 0.796978 -0.592732 0.978404 
53.600000 0.573357 0.799060 -0.592179 0.978424 
53.650000 0.570673 0.801358 -0.591627 0.978445 
53.700000 0.568195 0.803853 -0.591077 0.978465 
53.750000 0.565944 0.806525 -0.590527 0.978485 
53.800000 0.563935 0.809351 -0.589978 0.978505 
53.850000 0.562184 0.812305 -0.589430 0.978525 
53.900000 0.560703 0.815363 -0.588883 0.978545 
53.950000 0.559501 0.818496 -0.588338 0.978564 
54.000000 0.558586 0.821675 -0.587793 0.978584 
54.050000 0.557962 0.824872 -0.587249 0.978604 
54.100000 0.557630 0.828056 -0.586706 0.978624 
54.150000 0.557588 0.831197 -0.586165 0.978644 
54.200000 0.557831 0.834264 -0.585624 0.978663 
54.250000 0.558350 0.837228 -0.585084 0.978683 
54.300000 0.559133 0.840060 -0.584545 0.978703 
54.350000 0.560165 0.842732 -0.584008 0.978722 
54.400000 0.561428 0.845218 -0.583471 0.978742 
54.450000 0.562901 0.847494 -0.582935 0.978761 
54.500000 0.564559 0.849539 -0.582400 0.978781 
54.550000 0.566377 0.851335 -0.581866 0.978800 
54.600000 0.568326 0.852864 -0.581334 0.978820 
54.650000 0.570377 0.854116 -0.580802 0.978839 
54.700000 0.572497 0.855081 -0.580271 0.978858 
54.750000 0.574655 0.855755 -0.579741 0.978878 
54.800000 0.576819 0.856135 -0.579212 0.978897 
54.850000 0.578955 0.856226 -0.578684 0.978916 
54.900000 0.581034 0.856032 -0.578157 0.978935 
54.950000 0.583024 0.855565 -0.577631 0.978955 
55.000000 0.584896 0.854836 -0.577106 0.978974 
55.050000 0.586624 0.853863 -0.576582 0.978993 
55.100000 0.588184 0.852664 -0.576058 0.979012 
55.150000 0.589552 0.851261 -0.575536 0.979031 
55.200000 0.590710 0.849678 -0.575015 0.979050 
55.250000 0.591641 0.847941 -0.574494 0.979069 
55.300000 0.592334 0.846075 -0.573975 0.979088 
55.350000 0.592777 0.844109 -0.573456 0.979107 
55.400000 0.592964 0.842071 -0.572939 0.979125 
55.450000 0.592892 0.839989 -0.572422 0.979144 
55.500000 0.592560 0.837890 -0.571907 0.979163 
55.550000 0.591971 0.835803 -0.571392 0.979182 
55.600000 0.591131 0.833754 -0.570878 0.979201 
55.650000 0.590047 0.831769 -0.570365 0.979219 
55.700000 0.588729 0.829871 -0.569853 0.979238 
55.750000 0.587191 0.828083 -0.569342 0.979257 
55.800000 0.585446 0.826427 -0.568832 0.979275 
55.850000 0.583513 0.824921 -0.568322 0.979294 
55.900000 0.581407 0.823582 -0.567814 0.979312 
55.950000 0.579149 0.822426 -0.567307 0.979331 
56.000000 0.576759 0.821465 -0.566800 0.979349 
56.050000 0.574259 0.820710 -0.566295 0.979368 
56.100000 0.571670 0.820169 -0.565790 0.979386 
56.150000 0.569015 0.819850 -0.565286 0.979404 
56.200000 0.566317 0.819756 -0.564783 0.979423 
56.250000 0.563599 0.819889 -0.564281 0.979441 
56.300000 0.560884 0.820250 -0.563780 0.979459 
56.350000 0.558194 0.820835 -0.563280 0.979477 
56.400000 0.555553 0.821640 -0.562780 0.979496 
56.450000 0.552981 0.822660 -0.562282 0.979514 
56.500000 0.550500 0.823884 -0.561784 0.979532 
56.550000 0.548129 0.825303 -0.561288 0.979550 
56.600000 0.545889 0.826904 -0.560792 0.979568 
56.650000 0.543796 0.828673 -0.560297 0.979586 
56.700000 0.541867 0.830594 -0.559803 0.979604 
56.750000 0.540117 0.832650 -0.559309 0.979622 
56.800000 0.538558 0.834820 -0.558817 0.979640 
56.850000 0.537202 0.837086 -0.558326 0.979658 
56.900000 0.536058 0.839425 -0.557835 0.979676 
56.950000 0.535132 0.841814 -0.557345 0.979694 
57.000000 0.534429 0.844232 -0.556856 0.979711 
57.050000 0.533950 0.846654 -0.556368 0.979729 
